Order Number,Order Date,Sales Channel,Currency,Warehouse,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,name,county,state_code,state,type,latitude,longitude,population,households,median_income,Profit,Profit Margin (%)
SO - 0009795,2015-08-20,Wholesale,USD,AXW291,6,3370.1,20220.6,2257.967,Dynazzy Company,Product 17,Wheaton,DuPage County,IL,Illinois,City,41.86614,-88.10701,53715,19281,85705,17962.633,88.83
SO - 0002516,2015-08-20,Wholesale,USD,NXH382,9,5299.7,47697.3,2172.877,Epic Group,Product 15,Lawrence (Township),Marion County,IN,Indiana,Township,39.8716,-86.01156,123397,48011,50411,45524.423,95.44
SO - 0009070,2015-08-20,Wholesale,USD,AXW291,12,1051.9,12622.8,599.583,Liberty Group,Product 26,Euless,Tarrant County,TX,Texas,City,32.83707,-97.08195,54219,21119,54974,12023.217,95.25
SO - 0001570,2015-08-20,Distributor,USD,AXW291,8,3912.8,31302.4,1956.4,Kare Corp,Product 27,Round Rock,Williamson County/Travis County,TX,Texas,City,30.52524,-97.66595,115997,35580,72412,29346.0,93.75
SO - 0003589,2015-08-20,Wholesale,USD,NXH382,6,254.6,1527.6,178.22,Natures Group,Product 1,Waterbury (Town),New Haven County,CT,Connecticut,Town,41.5585,-73.03668,108802,40213,40467,1349.38,88.33
SO - 0008332,2015-08-20,Wholesale,USD,FLR025,10,5668.2,56682.0,3344.238,Skippad Ltd,Product 5,Indianapolis,Marion County.,IN,Indiana,City,39.778,-86.14584,862781,316037,51682,53337.762,94.1
SO - 000429,2015-08-20,Distributor,USD,NXH382,9,1681.7,15135.3,891.301,Cogilith Group,Product 1,Bartlett,Shelby County,TN,Tennessee,City,35.20453,-89.87398,58579,19881,81158,14243.999,94.11
SO - 0002970,2015-08-20,Wholesale,USD,AXW291,11,2244.5,24689.5,1705.82,Mita Corp,Product 30,Elk Grove,Sacramento County,CA,California,City,38.4088,-121.37162,166913,49316,79487,22983.68,93.09
SO - 0007808,2015-08-20,Wholesale,USD,AXW291,11,1701.8,18719.8,748.792,Amerisourc Corp,Product 30,Noblesville,Hamilton County,IN,Indiana,City,40.04559,-86.0086,59093,21262,69841,17971.008,96.0
SO - 0010013,2015-08-20,Wholesale,USD,GUT930,6,797.3,4783.8,422.569,Aldi Ltd,Product 3,Albuquerque,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,559121,222098,47030,4361.231,91.17
SO - 0002252,2015-08-20,Wholesale,USD,AXW291,8,3899.4,31195.2,2300.646,Viva Ltd,Product 2,Hempstead (Town),Nassau County,NY,New York,Town,40.63396,-73.6091,771018,241539,94999,28894.554,92.62
SO - 0005121,2015-08-20,Wholesale,USD,AXW291,6,5681.6,34089.6,4090.752,Twitterbri Ltd,Product 30,Yakima,Yakima County,WA,Washington,City,46.60207,-120.5059,93701,33081,40726,29998.848,88.0
SO - 0005605,2015-08-20,Wholesale,USD,FLR025,9,837.5,7537.5,561.125,Jabbercube Corp,Product 14,Anaheim,Orange County,CA,California,City,33.83529,-117.9145,350742,99670,60752,6976.375,92.56
SO - 0005708,2015-08-20,Wholesale,USD,AXW291,8,2485.7,19885.6,2063.131,Cogilith Group,Product 13,Union,Broome County,NY,New York,Town,42.12662,-76.03324,54995,23992,45958,17822.469,89.62
SO - 000767,2015-08-20,Wholesale,USD,GUT930,9,3899.4,35094.6,2807.568,Terumo Corp,Product 26,Albany,Benton County/Linn County,OR,Oregon,City,44.62693,-123.09674,52175,19729,47150,32287.032,92.0
SO - 000628,2015-08-20,Distributor,USD,AXW291,9,241.2,2170.8,180.9,Mydo Corp,Product 5,Simi Valley,Ventura County,CA,California,City,34.26945,-118.78148,126788,41972,90210,1989.9,91.67
SO - 000924,2015-08-20,Wholesale,USD,GUT930,7,1145.7,8019.9,847.818,Chatterpoi Corp,Product 15,Birmingham,Shelby County/Jefferson County,AL,Alabama,City,33.52744,-86.79905,212461,89972,31061,7172.082,89.43
SO - 0002613,2015-08-20,Distributor,USD,AXW291,8,2566.1,20528.8,1385.694,Muxo Group,Product 17,Davenport,Scott County,IA,Iowa,City,41.52364,-90.57764,102582,41100,47343,19143.106,93.25
SO - 0002834,2015-08-20,Distributor,USD,GUT930,10,2512.5,25125.0,1306.5,Thoughtmix Ltd,Product 5,Kendale Lakes,Miami-Dade County,FL,Florida,CDP,25.70816,-80.407,58767,17936,48818,23818.5,94.8
SO - 0004013,2015-08-20,Distributor,USD,NXH382,7,1782.2,12475.4,1301.006,Golden Corp,Product 22,Arcadia,Los Angeles County,CA,California,City,34.13973,-118.03534,58408,19559,79934,11174.394,89.57
SO - 0004837,2015-08-20,Wholesale,USD,AXW291,5,1072.0,5360.0,568.16,Ascend Ltd,Product 5,Rosemead,Los Angeles County,CA,California,City,34.08057,-118.07285,54908,14768,44906,4791.84,89.4
SO - 0009995,2015-08-20,Wholesale,USD,AXW291,5,3678.3,18391.5,2427.678,BB17 Company,Product 7,Kissimmee,Osceola County,FL,Florida,City,28.29196,-81.40757,69152,20765,37487,15963.822,86.8
SO - 0007504,2015-08-20,Distributor,USD,GUT930,7,1909.5,13366.5,1145.7,Jayo Company,Product 25,Kennewick,Benton County,WA,Washington,City,46.21125,-119.13723,78896,27457,51661,12220.8,91.43
SO - 0007754,2015-08-21,Distributor,USD,AXW291,9,3999.9,35999.1,2719.932,Twitterbri Ltd,Product 6,Kenosha,Kenosha County,WI,Wisconsin,City,42.58474,-87.82119,99858,37107,49160,33279.168,92.44
SO - 0006959,2015-08-21,Distributor,USD,GUT930,8,1072.0,8576.0,621.76,Wordpedia Ltd,Product 30,Taunton,Bristol County,MA,Massachusetts,City,41.9001,-71.08977,56789,22035,53058,7954.24,92.75
SO - 0006636,2015-08-21,Distributor,USD,AXW291,7,241.2,1688.4,178.488,Skiptube Ltd,Product 3,Lawrence,Essex County,MA,Massachusetts,City,42.70704,-71.16311,80231,26494,34852,1509.912,89.43
SO - 0005813,2015-08-21,Wholesale,USD,AXW291,7,1159.1,8113.7,788.188,Organon Corp,Product 13,Canton,Stark County,OH,Ohio,City,40.79895,-81.37845,71885,30220,29418,7325.512,90.29
SO - 0003636,2015-08-21,Wholesale,USD,AXW291,11,1822.4,20046.4,1530.816,Actavis Company,Product 14,Southampton (Town),Suffolk County,NY,New York,Town,40.84989,-72.46349,58254,21064,79799,18515.584,92.36
SO - 0004382,2015-08-21,Wholesale,USD,FLR025,12,1051.9,12622.8,568.026,Wordware Company,Product 28,Jacksonville,Onslow County,NC,North Carolina,City,34.75405,-77.43024,67357,21281,40918,12054.774,95.5
SO - 0001004,2015-08-21,Wholesale,USD,GUT930,8,1701.8,13614.4,1021.08,Lazzy Group,Product 7,Kentwood,Kent County,MI,Michigan,City,42.86947,-85.64475,51357,19860,49612,12593.32,92.5
SO - 000352,2015-08-21,Wholesale,USD,FLR025,8,2633.1,21064.8,1816.839,Zoovu Corp,Product 13,Lakewood,Cuyahoga County,OH,Ohio,City,41.48199,-81.79819,50656,24534,45408,19247.961,91.38
SO - 0009516,2015-08-21,Wholesale,USD,GUT930,5,2398.6,11993.0,1223.286,US Ltd,Product 1,Port Orange,Volusia County,FL,Florida,City,29.13832,-80.99561,59866,24356,43353,10769.714,89.8
SO - 0004402,2015-08-21,Wholesale,USD,GUT930,9,2425.4,21828.6,1455.24,Skyvu Group,Product 5,Redlands,San Bernardino County,CA,California,City,34.05557,-117.18254,71035,24157,65212,20373.36,93.33
SO - 000243,2015-08-21,Wholesale,USD,GUT930,12,1299.8,15597.6,922.858,Yodoo Ltd,Product 18,Antioch,Contra Costa County,CA,California,City,38.00492,-121.80579,110542,33718,64329,14674.742,94.08
SO - 0004473,2015-08-21,Export,USD,AXW291,10,234.5,2345.0,171.185,Tambee Company,Product 25,Doral,Miami-Dade County,FL,Florida,City,25.81954,-80.35533,56035,15038,72933,2173.815,92.7
SO - 000663,2015-08-21,Wholesale,USD,AXW291,11,971.5,10686.5,592.615,Zoovu Corp,Product 14,Lewisville,Denton County/Dallas County,TX,Texas,City,33.04655,-96.98183,104039,38430,57267,10093.885,94.45
SO - 000812,2015-08-21,Wholesale,USD,AXW291,10,743.7,7437.0,535.464,Dazzlesphe Corp,Product 5,Provo,Utah County,UT,Utah,City,40.23384,-111.65853,115264,32506,41291,6901.536,92.8
SO - 0005827,2015-08-21,Distributor,USD,AXW291,9,268.0,2412.0,203.68,Twimbo Company,Product 5,College Station,Brazos County,TX,Texas,City,30.62798,-96.33441,107889,36175,34186,2208.32,91.56
SO - 0002037,2015-08-21,Wholesale,USD,FLR025,5,1929.6,9648.0,1466.496,Mycone Ltd,Product 6,Washington,Marion County,IN,Indiana,Township,39.87632,-86.14291,137215,58263,50615,8181.504,84.8
SO - 0002341,2015-08-21,Distributor,USD,AXW291,8,227.8,1822.4,104.788,Topco Company,Product 19,Brownsville,Cameron County,TX,Texas,City,25.90175,-97.49748,183887,51563,32894,1717.612,94.25
SO - 0002501,2015-08-21,Distributor,USD,AXW291,10,844.2,8442.0,574.056,Roomm Company,Product 4,Bellevue,King County,WA,Washington,City,47.61038,-122.20068,139820,54216,94638,7867.944,93.2
SO - 0002940,2015-08-21,Distributor,USD,AXW291,7,2465.6,17259.2,1405.392,Army Group,Product 13,Round Rock,Williamson County/Travis County,TX,Texas,City,30.52524,-97.66595,115997,35580,72412,15853.808,91.86
SO - 0004963,2015-08-21,Export,USD,NXH382,9,5071.9,45647.1,3246.016,Skidoo Company,Product 2,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,82000,33717,44641,42401.084,92.89
SO - 0005810,2015-08-21,Wholesale,USD,NXH382,11,1902.8,20930.8,1217.792,Pfizer Corp,Product 7,Paradise,Clark County,NV,Nevada,CDP,36.09719,-115.14666,223182,88401,43911,19713.008,94.18
SO - 0008209,2015-08-21,Wholesale,USD,AXW291,10,1252.9,12529.0,989.791,Viva Ltd,Product 23,Warren,Lake County,IL,Illinois,Township,42.37285,-87.94653,64505,23406,80585,11539.209,92.1
SO - 000582,2015-08-21,Wholesale,USD,GUT930,9,5132.2,46189.8,2771.388,Topco Company,Product 10,Fort Worth,Parker County/Johnson County/Tarrant County/Wise County/Denton County,TX,Texas,City,32.78152,-97.34675,833319,273457,53214,43418.412,94.0
SO - 0008690,2015-08-21,Distributor,USD,NXH382,6,2680.0,16080.0,2144.0,H Ltd,Product 13,Portland,Cumberland County,ME,Maine,City,43.66147,-70.25533,66881,30119,46280,13936.0,86.67
SO - 0005498,2015-08-21,Export,USD,AXW291,6,3229.4,19376.4,2389.756,Alembic Ltd,Product 5,Youngstown,Trumbull County/Mahoning County,OH,Ohio,City,41.0991,-80.6459,64628,26731,24133,16986.644,87.67
SO - 0009617,2015-08-21,Wholesale,USD,NXH382,8,2519.2,20153.6,1158.832,Valeant Corp,Product 13,Tyler,Smith County,TX,Texas,City,32.35126,-95.30106,103700,37644,42840,18994.768,94.25
SO - 0009492,2015-08-21,Wholesale,USD,NXH382,6,1996.6,11979.6,1098.13,Twinte Group,Product 21,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,58128,20522,75742,10881.47,90.83
SO - 0005063,2015-08-21,Export,USD,AXW291,8,931.3,7450.4,726.414,Realcube Company,Product 4,Redondo Beach,Los Angeles County,CA,California,City,33.84918,-118.38841,68166,27733,105145,6723.986,90.25
SO - 0008329,2015-08-21,Wholesale,USD,NXH382,8,1916.2,15329.6,1494.636,Muxo Group,Product 26,Taylorsville,Salt Lake County,UT,Utah,City,40.66772,-111.93883,60514,19443,58524,13834.964,90.25
SO - 0001696,2015-08-21,Export,USD,NXH382,10,3825.7,38257.0,2295.42,Zooxo Ltd,Product 25,Tustin,Orange County,CA,California,City,33.74585,-117.82617,80583,25340,71897,35961.58,94.0
SO - 0002868,2015-08-21,Wholesale,USD,AXW291,10,2351.7,23517.0,1787.292,CLINIQUE Ltd,Product 5,Fort Myers,Lee County,FL,Florida,City,26.64063,-81.87231,74013,25095,39039,21729.708,92.4
SO - 0010110,2015-08-21,Wholesale,USD,AXW291,9,5293.0,47637.0,3334.59,Buzzshare Company,Product 18,Delray Beach,Palm Beach County,FL,Florida,City,26.46146,-80.07282,66255,27361,50136,44302.41,93.0
SO - 0001486,2015-08-21,Distributor,USD,AXW291,7,6512.4,45586.8,3712.068,Accord Group,Product 5,Elizabeth,Union County,NJ,New Jersey,City,40.66399,-74.2107,129007,39433,43568,41874.732,91.86
SO - 0005735,2015-08-21,Export,USD,FLR025,10,1085.4,10854.0,803.196,Natures Group,Product 26,West Hartford (CDP),Hartford County,CT,Connecticut,CDP,41.76204,-72.74204,63396,24935,86569,10050.804,92.6
SO - 0005875,2015-08-21,Wholesale,USD,GUT930,5,2378.5,11892.5,1902.8,Voonyx Group,Product 15,Marietta,Cobb County,GA,Georgia,City,33.9526,-84.54993,59067,23371,44953,9989.7,84.0
SO - 0006385,2015-08-21,Distributor,USD,NXH382,8,3879.3,31034.4,2715.51,Omba Group,Product 18,Albany,Albany County,NY,New York,City,42.65258,-73.75623,98469,40283,40949,28318.89,91.25
SO - 0007580,2015-08-21,Wholesale,USD,GUT930,5,3450.5,17252.5,2346.34,Wise Company,Product 6,Pomona,Los Angeles County,CA,California,City,34.05529,-117.75228,153266,39378,49186,14906.16,86.4
SO - 0002866,2015-08-21,Wholesale,USD,AXW291,6,3939.6,23637.6,2600.136,Kaymbo Company,Product 1,Westminster,Orange County,CA,California,City,33.75918,-118.00673,92114,27309,53455,21037.464,89.0
SO - 0010307,2015-08-21,Wholesale,USD,NXH382,12,1159.1,13909.2,869.325,Zava Group,Product 3,Westminster,Orange County,CA,California,City,33.75918,-118.00673,92114,27309,53455,13039.875,93.75
SO - 0007663,2015-08-21,Wholesale,USD,GUT930,7,991.6,6941.2,515.632,Bluezoom Group,Product 14,Lakewood,Pierce County,WA,Washington,City,47.17176,-122.51846,59829,24140,44902,6425.568,92.57
SO - 0006733,2015-08-21,Distributor,USD,GUT930,11,3075.3,33828.3,1599.156,Zoomzone Corp,Product 2,Cicero,Cook County,IL,Illinois,Town,41.84559,-87.75394,83886,21721,41866,32229.144,95.27
SO - 0005910,2015-08-21,Wholesale,USD,NXH382,8,6552.6,52420.8,3866.034,Roomm Company,Product 7,Irving,Dallas County,TX,Texas,City,32.81402,-96.94889,236607,83649,52154,48554.766,92.62
SO - 0002776,2015-08-21,Wholesale,USD,NXH382,8,1065.3,8522.4,511.344,Johnson Ltd,Product 6,Youngstown,Trumbull County/Mahoning County,OH,Ohio,City,41.0991,-80.6459,64628,26731,24133,8011.056,94.0
SO - 0009437,2015-08-21,Distributor,USD,AXW291,9,1072.0,9648.0,728.96,Twimbo Company,Product 14,Huntersville,Mecklenburg County,NC,North Carolina,Town,35.41069,-80.84285,52704,18059,90253,8919.04,92.44
SO - 0010094,2015-08-21,Wholesale,USD,AXW291,7,2391.9,16743.3,1698.249,MEIJER Corp,Product 26,Utica,Oneida County,NY,New York,City,43.1009,-75.23266,61100,23622,30504,15045.051,89.86
SO - 0008179,2015-08-21,Distributor,USD,FLR025,11,5460.5,60065.5,2348.015,Skidoo Company,Product 5,San Mateo,San Mateo County,CA,California,City,37.56299,-122.32553,103536,37861,90208,57717.485,96.09
SO - 0008491,2015-08-21,Distributor,USD,AXW291,8,1085.4,8683.2,759.78,Holston Company,Product 13,Lake Charles,Calcasieu Parish,LA,Louisiana,City,30.22659,-93.21738,76070,30141,36751,7923.42,91.25
SO - 0009796,2015-08-21,Distributor,USD,AXW291,8,5741.9,45935.2,3272.883,Blogtags Ltd,Product 24,Kentwood,Kent County,MI,Michigan,City,42.86947,-85.64475,51357,19860,49612,42662.317,92.88
SO - 0001100,2015-08-21,Distributor,USD,GUT930,12,5306.4,63676.8,2387.88,Dazzlesphe Corp,Product 13,Flint,Genesee County,MI,Michigan,City,43.01253,-83.68746,98310,40260,24862,61288.92,96.25
SO - 0002875,2015-08-22,Distributor,USD,FLR025,7,174.2,1219.4,104.52,Rhynoodle Ltd,Product 2,Vallejo,Solano County,CA,California,City,38.10409,-122.25664,121253,41216,57028,1114.88,91.43
SO - 0001989,2015-08-22,Wholesale,USD,AXW291,7,5721.8,40052.6,4176.914,Dynazzy Company,Product 26,Pearland,Fort Bend County/Harris County/Brazoria County,TX,Texas,City,29.55576,-95.32307,108821,34776,95972,35875.686,89.57
SO - 0002770,2015-08-22,Wholesale,USD,FLR025,7,234.5,1641.5,166.495,CLINIQUE Ltd,Product 16,Louisville,Jefferson County,KY,Kentucky,City,38.25424,-85.75941,760026,0,0,1475.005,89.86
SO - 0004126,2015-08-22,Wholesale,USD,AXW291,10,3041.8,30418.0,2038.006,ALK-Abello Ltd,Product 14,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,140847,45031,65974,28379.994,93.3
SO - 0006730,2015-08-22,Wholesale,USD,GUT930,11,2452.2,26974.2,1029.924,Nexus Group,Product 15,Millcreek,Salt Lake County,UT,Utah,CDP,40.68689,-111.87549,63311,23686,57672,25944.276,96.18
SO - 0006856,2015-08-22,Wholesale,USD,GUT930,11,991.6,10907.6,644.54,CARDINAL Group,Product 30,Tustin,Orange County,CA,California,City,33.74585,-117.82617,80583,25340,71897,10263.06,94.09
SO - 0007127,2015-08-22,Wholesale,USD,NXH382,12,5406.9,64882.8,2487.174,Avamba Company,Product 4,Oak Park,Cook County,IL,Illinois,Village,41.88503,-87.7845,52287,21612,80196,62395.626,96.17
SO - 0009957,2015-08-22,Wholesale,USD,AXW291,5,1085.4,5427.0,911.736,Browsebug Company,Product 8,Fairfield,Fairfield County,CT,Connecticut,Town,41.17594,-73.27205,61523,20233,122306,4515.264,83.2
SO - 0007366,2015-08-22,Export,USD,AXW291,10,790.6,7906.0,545.514,Skajo Ltd,Product 9,Town 'n' Country,Hillsborough County,FL,Florida,CDP,28.01057,-82.57732,82506,30435,49559,7360.486,93.1
SO - 0007398,2015-08-22,Wholesale,USD,NXH382,12,241.2,2894.4,127.836,Army Group,Product 26,Naperville (Township),DuPage County,IL,Illinois,Township,41.76635,-88.2009,102708,37133,88282,2766.564,95.58
SO - 0002698,2015-08-22,Distributor,USD,AXW291,10,1762.1,17621.0,1286.333,Realbuzz Ltd,Product 13,New Braunfels,Comal County/Guadalupe County,TX,Texas,City,29.69931,-98.11513,70543,22361,59721,16334.667,92.7
SO - 0005801,2015-08-22,Wholesale,USD,GUT930,12,3966.4,47596.8,2498.832,Gigabox Group,Product 15,Dundalk,Baltimore County,MD,Maryland,CDP,39.25066,-76.52052,62186,23506,49435,45097.968,94.75
SO - 0006055,2015-08-22,Wholesale,USD,AXW291,7,2968.1,20776.7,1869.903,Quimm Company,Product 26,Brookline (CDP),Norfolk County,MA,Massachusetts,CDP,42.33176,-71.12116,59016,25324,95518,18906.797,91.0
SO - 0006460,2015-08-22,Distributor,USD,GUT930,11,1058.6,11644.6,889.224,GOOD Ltd,Product 3,Pleasanton,Alameda County,CA,California,City,37.66243,-121.87468,79510,26020,124759,10755.376,92.36
SO - 0007537,2015-08-22,Wholesale,USD,GUT930,7,1989.9,13929.3,1114.344,Buzzbean Group,Product 14,Santa Rosa,Sonoma County,CA,California,City,38.44047,-122.71443,174972,64088,61050,12814.956,92.0
SO - 0007986,2015-08-22,Distributor,USD,AXW291,7,1132.3,7926.1,532.181,Ozu Ltd,Product 16,Palm Harbor,Pinellas County,FL,Florida,CDP,28.07807,-82.76371,59007,26423,53281,7393.919,93.29
SO - 0009756,2015-08-22,Wholesale,USD,AXW291,6,1105.5,6633.0,475.365,H Ltd,Product 11,Mission Viejo,Orange County,CA,California,City,33.60002,-117.672,97156,33483,100366,6157.635,92.83
SO - 0008816,2015-08-22,Wholesale,USD,AXW291,12,1045.2,12542.4,491.244,Golden Corp,Product 13,Edmond,Oklahoma County,OK,Oklahoma,City,35.65283,-97.4781,90092,32601,71974,12051.156,96.08
SO - 0001040,2015-08-22,Export,USD,GUT930,5,5728.5,28642.5,3322.53,Liberty Group,Product 4,Millcreek,Salt Lake County,UT,Utah,CDP,40.68689,-111.87549,63311,23686,57672,25319.97,88.4
SO - 0010032,2015-08-22,Wholesale,USD,AXW291,5,5212.6,26063.0,3283.938,Twinte Group,Product 26,Palm Harbor,Pinellas County,FL,Florida,CDP,28.07807,-82.76371,59007,26423,53281,22779.062,87.4
SO - 000255,2015-08-22,Wholesale,USD,AXW291,12,221.1,2653.2,126.027,Linkbuzz Ltd,Product 13,St. Paul,Ramsey County,MN,Minnesota,City,44.94441,-93.09327,300851,112988,48757,2527.173,95.25
SO - 0003235,2015-08-22,Wholesale,USD,AXW291,8,3403.6,27228.8,2416.556,ALK-Abello Ltd,Product 28,Oak Lawn,Cook County,IL,Illinois,Village,41.71087,-87.75811,56781,21527,56185,24812.244,91.12
SO - 0003228,2015-08-22,Export,USD,NXH382,6,3959.7,23758.2,3365.745,Arbor Company,Product 2,Lake Havasu City,Mohave County,AZ,Arizona,City,34.4839,-114.32245,53553,22788,42847,20392.455,85.83
SO - 0001913,2015-08-22,Wholesale,USD,AXW291,6,924.6,5547.6,527.022,Army Group,Product 20,Mansfield,Johnson County/Tarrant County/Ellis County,TX,Texas,City,32.56919,-97.12053,64274,20336,90089,5020.578,90.5
SO - 0003436,2015-08-22,Export,USD,AXW291,12,1286.4,15436.8,836.16,H Ltd,Product 13,York,DuPage County,IL,Illinois,Township,41.86177,-87.9761,125730,47997,76285,14600.64,94.58
SO - 0003567,2015-08-22,Export,USD,AXW291,11,2546.0,28006.0,1374.84,Avamba Company,Product 26,Chicopee,Hampden County,MA,Massachusetts,City,42.1487,-72.60787,56741,22993,47684,26631.16,95.09
SO - 0003631,2015-08-22,Wholesale,USD,AXW291,6,234.5,1407.0,147.735,American Corp,Product 14,Leyden,Cook County,IL,Illinois,Township,41.93807,-87.8685,92862,32687,53593,1259.265,89.5
SO - 0003718,2015-08-22,Wholesale,USD,AXW291,10,2633.1,26331.0,1474.536,Nexus Group,Product 5,Bismarck,Burleigh County,ND,North Dakota,City,46.80833,-100.78374,71167,29716,58901,24856.464,94.4
SO - 0003976,2015-08-22,Wholesale,USD,AXW291,6,1092.1,6552.6,655.26,Linklinks Ltd,Product 2,Union City,Hudson County,NJ,New Jersey,City,40.77955,-74.02375,69156,23029,41107,5897.34,90.0
SO - 0004380,2015-08-22,Wholesale,USD,AXW291,6,1835.8,11014.8,844.468,NARS Group,Product 25,Wichita Falls,Wichita County,TX,Texas,City,33.91371,-98.49339,104710,37200,44543,10170.332,92.33
SO - 0009138,2015-08-22,Export,USD,AXW291,9,2244.5,20200.5,1683.375,Aimbo Corp,Product 26,South San Francisco,San Mateo County,CA,California,City,37.65472,-122.40778,67271,21136,81439,18517.125,91.67
SO - 0009195,2015-08-22,Wholesale,USD,AXW291,7,3845.8,26920.6,2768.976,Cadila Ltd,Product 21,Greenville,Greenville County,SC,South Carolina,City,34.85262,-82.39401,64579,26636,41924,24151.624,89.71
SO - 000727,2015-08-22,Distributor,USD,NXH382,5,3618.0,18090.0,2496.42,Twitterbri Ltd,Product 26,Kenosha,Kenosha County,WI,Wisconsin,City,42.58474,-87.82119,99858,37107,49160,15593.58,86.2
SO - 0002229,2015-08-22,Wholesale,USD,AXW291,8,2653.2,21225.6,2069.496,True Ltd,Product 28,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,60633,19595,95130,19156.104,90.25
SO - 0001548,2015-08-22,Export,USD,NXH382,6,2257.9,13547.4,1128.95,Tambee Company,Product 26,Great Falls,Cascade County,MT,Montana,City,47.50024,-111.30081,59638,25194,42896,12418.45,91.67
SO - 0004705,2015-08-22,Distributor,USD,GUT930,11,5031.7,55348.7,2364.899,Ascend Ltd,Product 25,Harlingen,Cameron County,TX,Texas,City,26.19063,-97.6961,65774,20599,34466,52983.801,95.73
SO - 0004936,2015-08-22,Export,USD,GUT930,8,180.9,1447.2,139.293,Aibox Company,Product 14,Allen,Collin County,TX,Texas,City,33.10317,-96.67055,98143,30015,103051,1307.907,90.38
SO - 0004983,2015-08-22,Wholesale,USD,AXW291,11,2452.2,26974.2,1986.282,Brightdog Corp,Product 11,Germantown,Montgomery County,MD,Maryland,CDP,39.17316,-77.27165,88717,31359,84615,24987.918,92.64
SO - 0006444,2015-08-22,Wholesale,USD,AXW291,12,241.2,2894.4,149.544,Zoomdog Corp,Product 13,Evansville,Vanderburgh County,IN,Indiana,City,37.97476,-87.55585,119943,51271,35785,2744.856,94.83
SO - 0008346,2015-08-22,Wholesale,USD,AXW291,10,1051.9,10519.0,641.659,Organon Corp,Product 5,Ypsilanti (Charter Township),Washtenaw County,MI,Michigan,Charter Township,42.21368,-83.59918,54613,22071,45517,9877.341,93.9
SO - 0007023,2015-08-22,Distributor,USD,AXW291,12,1118.9,13426.8,626.584,Skippad Ltd,Product 5,West Chester,Butler County,OH,Ohio,Township,39.34021,-84.41716,63077,22537,79252,12800.216,95.33
SO - 0010354,2015-08-22,Distributor,USD,NXH382,6,2639.8,15838.8,1768.666,BTA Corp,Product 15,Santa Barbara,Santa Barbara County,CA,California,City,34.42083,-119.69819,91842,34973,66107,14070.134,88.83
SO - 0009389,2015-08-22,Distributor,USD,AXW291,8,1172.5,9380.0,527.625,Amerisourc Corp,Product 2,Passaic,Passaic County,NJ,New Jersey,City,40.85677,-74.12848,71085,19802,31832,8852.375,94.38
SO - 0001480,2015-08-22,Export,USD,NXH382,12,1916.2,22994.4,1417.988,Avamba Company,Product 2,Spokane Valley,Spokane County,WA,Washington,City,47.67323,-117.23937,94919,37424,47430,21576.412,93.83
SO - 0008271,2015-08-23,Wholesale,USD,NXH382,5,1058.6,5293.0,698.676,Rochester Group,Product 14,Bonita Springs,Lee County,FL,Florida,City,26.33981,-81.7787,51704,19634,53955,4594.324,86.8
SO - 0008790,2015-08-23,Export,USD,AXW291,12,2385.2,28622.4,1025.636,Roberts Company,Product 7,Salt Lake City,Salt Lake County,UT,Utah,City,40.76078,-111.89105,192672,75330,47243,27596.764,96.42
SO - 0009220,2015-08-23,Distributor,USD,AXW291,12,3966.4,47596.8,1705.552,Skiptube Ltd,Product 20,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,1469845,488645,46744,45891.248,96.42
SO - 0002654,2015-08-23,Export,USD,FLR025,10,3819.0,38190.0,1603.98,Omba Group,Product 4,Waterloo,Black Hawk County,IA,Iowa,City,42.49276,-92.34296,68460,28430,41933,36586.02,95.8
SO - 0010031,2015-08-23,Distributor,USD,NXH382,9,2613.0,23517.0,1541.67,Twitterbri Ltd,Product 13,Killeen,Bell County,TX,Texas,City,31.11712,-97.7278,140806,46952,47763,21975.33,93.44
SO - 000812,2015-08-23,Wholesale,USD,AXW291,10,743.7,7437.0,535.464,Dazzlesphe Corp,Product 5,Mountain View,Santa Clara County,CA,California,City,37.38605,-122.08385,80435,32714,103488,6901.536,92.8
SO - 0007841,2015-08-23,Wholesale,USD,FLR025,6,1273.0,7638.0,789.26,Topco Company,Product 14,Plymouth,Hennepin County,MN,Minnesota,City,45.01052,-93.45551,75907,30267,85418,6848.74,89.67
SO - 0003769,2015-08-23,Distributor,USD,NXH382,7,1005.0,7035.0,783.9,Topco Company,Product 4,Franklin,Williamson County,TN,Tennessee,City,35.92506,-86.86889,72639,26228,85671,6251.1,88.86
SO - 0007030,2015-08-23,Wholesale,USD,NXH382,9,2284.7,20562.3,1919.148,Cogilith Group,Product 17,Tustin,Orange County,CA,California,City,33.74585,-117.82617,80583,25340,71897,18643.152,90.67
SO - 0005165,2015-08-23,Export,USD,NXH382,10,1165.8,11658.0,909.324,Epic Group,Product 14,Brookhaven,Suffolk County,NY,New York,Town,40.85745,-72.95984,489278,161116,87040,10748.676,92.2
